plate	Well	Gen550_s_scaled	Gen1410_s_scaled	Gen5150_s_scaled	Gen10150_s_scaled	Gen70_s_scaled	Gen2640_s_scaled	Gen3630_s_scaled	Gen7530_s_scaled	plate.well	contam	strain	Genes_fixed_10K	focal
P2	B05	-0.059532075925006415	-0.041022010721993435	-0.009961073559192776	0.018757345532781626	-0.06879854096109916	-0.02204874311475552	-0.01365330291267382	0.01869207660160385	P2B05	No	a	nan:FLO9:SNC1:FRT2:DEP1:IMD1:SRO77:TEL1:TEL1:SCO2:VPS15:ADH5:CSH1:TOS1:EHT1:SNT1:RSC6:RSC6:PWP2:TRX3:GIT1:THI13:GYP7:GLT1:KIN28:UBX3:AHK1:SIR2:NAT1:DIA3:SES1:NSI1:SHU2:TRS85:ARO1:YCF1:NUM1:SUP35:SUP35:RKM2:UME6:HSP78:XRS2:DXO1:RGA2:TRS120:SIZ1:PFA5:DIG2:SPS1:MNT3:PDR11:VAB2:PRO3:ZRG8:HOM3:RGI1:TMN3:PDA1:GYP8:CLG1:POX1:CDC55:GTS1:GTS1:INO80:SNT2:NUP145:LST7:ADE6:PIL1:SPT6:nan:NUP57:ASN2:CAF130:CBF2:NSR1:ERG1:RNR4:PCT1:HUA1:ARN1:SNF6:HSE1:nan:KEL1:DNA2:nan:HXT9:MNN5:HAL5:DAS1:LCB3:SET4:YHC3:nan:MHO1:SSC1:CCT5:MCH2:OXP1:OXP1:PXA2:NNK1:YET1:VPS1:HEL1:nan:TFA2:VPS13:GRC3:GPI13:SOF1:UBR2:PDC1:MNL2:REA1:REA1:PDC5:NOP56:HRD3:ECM22:STT4:SPH1:FKS1:GAS2:RSC2:ELO3:SEN1:ECM7:TAF8:MTG1:nan:nan:ALD2:MMT1:RTP1:RSN1:TDA1:FKS3:YMR317W;YMR317W:ALP1:ZWF1:NSG2:DCP2:YNL104C;YNL104C:AVT4:TOP2:FKH2:YDJ1:ARP5:FPK1:IMA2:TRM11:MDM20:DNL4:DNL4:TGL5:PTC5:RPO31:nan:VPS17:ULS1:MCA1:MGM1:KIN4:CLP1:SNF2:SNF2:YPK9:MCH5:PMT3:PDR10:SCP1:NUD1:AMF1:RDR1:RVB2:FAS2:PPQ1:AIM44:KIP2:PXA1:SEC16:CAM1:ISM1:EGD1:SVL3:SKS1:VTC3:AEP3:AGC1:YME1:nan:FHL1:COG4:RPN7:nan:nan:SKI3	True
P2	B06	-0.0625060607797623	-0.04336184004592437	-0.0008780231571119974	0.038319241912951454	-0.08899757812488747	-0.014618408834031612	-0.00024697408248085554	0.031048963450696663	P2B06	No	a		False
P2	B07	-0.02262888649263339	-0.034294395115287916	0.019509702962832942	0.06210429462296565	-0.03687041206431702	-0.013811710855931462	-0.0150275017469972	0.059122805624532565	P2B07	No	diploid	CDS_I_218557_219153:ECM2:nan:PCH2:RIF1:SPB1:STN1:DNF2:MTC5:MRPL7:YDR346C;YDR346C:HKR1:GNP1:SLN1:STH1:SDP1:GLY1:GLE2:RIM15:AIP5:ADE5,7:SGF73:PTI1:SET2:REC107:YAE1:URA8:IBA57:TOR2:HSP104:FMP25:CCW12:MET17:NKP2:LEU3:ASI1:ADD37:HFA1:CEF1:YHM2:RIT1:nan:DAL82:SEC2:APC1:NMA111:ARP5:CDS_XIV_519665_520969:nan:CSS3:PKH2:SIN3:KIN4:nan:GDE1	True
P2	B08	-0.03832411270547635	-0.04994485584086826	-0.0006397916324758579	0.012533812833524336	-0.029348912957762874	-0.031231134341702826	-0.04063733285896426	0.012854213278107962	P2B08	No	diploid	R0020C:FUN12:CDS_II_29934_31226:BNA4:STU1:FMP23:PYC2:CDS_III_2824_3750:PAR32:SFA1:POL3:VPS41:MTC5:SAC3:HDA2:RAD30:YDR421W;YDR421W:PEX29:PSP1:SPT2:nan:CDC4:NIC96:SIP2:PAN2:GSC2:RPL26B:NUP57:COG2:nan:HUA1:RIM4:HXT1:KIC1:MDM31:SMC3:YNK1:MCO12:GLG1:EMP70:CCW12:SPE4:CST9:TRM12:HXT2:MSN2:MCM1:GAT2:nan:LYP1:GCR2:NOP2:SIW14:ARK1:SMC5:ISN1:DSC3:YTM1:MIP1:CDS_XV_970164_971480;CDS_XV_970164_971457:CIN1:DIM1:GAL4:EEB1:nan:RHO1	True
P2	B09	-0.03682806634465137	-0.05376702303322412	0.1326079327025379	0.16452674275282755	-0.03747716650780071	0.1538856417995598	0.15422342817992468	0.15370743512235008	P2B09	No	diploid	CDS_I_218557_219153:CDS_I_218557_219153:nan:CHS2:RFC5:DTR1:GLT1:MSH5:MCH1:VPS54:RKM2:SNX41:FPR2:CDS_IX_205638_206488;CDS_IX_205638_206487:SEC6:nan:TIM44:HXT13:URA3:SCC4:SPT15:OXA1:YGL164C;YGL164C:CDC20:PUS2:FHN1:CWC22:ERP5:RPA34:ARG2:GYP6:SYS1:RAV1:LIH1:MET5:SRP40:COF1:HSP104:KIN2:CCW12:ACE2:MDM1:ILV2:nan:nan:FKS3:PDR16:PDR16:nan:IRA2:DNL4:OAZ1	True
P2	B10	-0.039132997444799436	-0.04333956638343114	-0.0412864202826779	-0.02059409253360913	-0.03645430143466456	-0.023767694175422998	-0.03343183441830203	-0.025073902072316342	P2B10	No	diploid	FLO9:MRX3:RPG1:PHO87:ASF2:GRX6:HEM1:TRS120:SNA2:STL1:nan:SNP1:DSN1:DCG1:NPP2:COG3:SPT2:BUD27:YPS5:YPS5:YGL259W;YGL259W:YGL259W;YGL259W:ZRT1:STR3:SLD3:nan:RIE1:BZZ1:SKN7:OPT1:ACO2:YPK1:IOC2:SWI6:FMP27:AVO2:ILV2:YKU70:COG6:GPI15:SEC8:NAT3:RHO1	True
P2	B11	-0.015540402723800415	-0.013635138064250471	0.017319123197368204	0.056011700727804495	-0.05969228168060956	0.0146896321792982	0.02069866284608802	0.04889533233416263	P2B11	No	alpha	nan:APN2:REB1:nan:IRA1:SWC5:PTC6:GLT1:GPD1:DNF2:STE5:ARO1:PRP42:PAL1:VHS2:RRT14:SLM1:APQ12:MOT2:TUB2:RPO41:RSC8:SAP155:BNA6:HXK2:MDS3:ADE6:TEL2:ELP2:SPG1:VMR1:OCA5:PMT4:LST4:FLO10:HSP104:BRE2:APC2:HRD3:HRD3:GCD7:BUL2:COG8:RKR1:RKR1:RIT1:RIT1:RPL18B:MET2:POL2:ATG2:ATG4:EOS1:HDA1:SSK2:GAS4:MHF1:RPL3:OST3:nan:NOP58:TEA1:nan:ICL2:AXL1	True
P2	B12	-0.03871222958571635	-0.03245070157629869	0.011356576307711141	0.0561328154111868	-0.03519192038756529	-0.007458728727178494	0.0001741413142009171	0.04024843373027572	P2B12	No	diploid		False
P2	C01	-0.05755852792446985	-0.039850964383914285	0.013117523828728592	0.030636096380562958	-0.09489131257983413	-0.007893179629737505	-0.0021696143923549717	0.028156406333749374	P2C01	No	a		False
P2	C02	-0.07036720063523991	-0.039718284008717616	0.0135171266064851	0.04161373010501115	-0.09848933062561717	-0.031446888575411315	-0.002939807159477565	0.042037843779163295	P2C02	No	a	TEL1:TEL1:YBL080C;YBL080C:PSY4:CDS_II_221273_222595;CDS_II_221273_222577:CHS3:nan:nan:PHO3:VPS15:MMS4:TBS1:nan:YPC1:DUR1,2:ROT2:VHC1:PRP5:YBR263W;YBR263W:PPS1:APM3:EMC1:EMC1:MRPL32:nan:nan:HCM1:SSK22:BRE4:UFD2:nan:STE7:NOP14:BPL1:EXP1:NSE4:AHK1:TGL2:RRP8:TMN2:ALT2:HXT7:TRR1:VPS74:FRQ1:TRS120:LRS4:UTP6:SAM2:GIN4:API2:CDS_IX_29415_30047:UTP25:PIG2:nan:PMD1:COG3:CCA1:BRR2:ECM32:THI5:SWP82:MSH4:HXK1:MIG2:SPT16:TOS3:nan:NSA1:MAD1:PYC1:PDR1:PMA1:ADE6:nan:UBR1:YPP1:SLI1:DIE2:PHO81:SLH1:RTT102:MUP3:HSE1:SLT2:NEL1:SFB3:nan:DNA2:nan:LAA1:ACO2:MBB1:INO1:MTC1:CDS_X_198677_198997:KHA1:ALY2:MTR4:MHP1:YJR079W;YJR080C:JJJ3:URA8:ECM27:PXP2:nan:OXP1:PEX1:FAS1:AVT3:HSL1:MIF2:ASK1:PRI2:PTM1:UIP5:GLG1:NUP133:HBS1:ESL2:PCK1:FLO10:GRC3:HSP104:HSP104:PET309:SMC4:CSF1:KIN2:ERG27:CCW12:AVL9:nan:APC2:SLX4:SPE4:SKG3:NMT1:HRD3:FAR10:YEF3:ECM38:DIC1:STE11:NMD4:IKI3:DUS3:SEN1:ECM30:FPR4:LEU3:NBP1:BUL2:RAD33:MSN2:CTF13:nan:GID8:MSS11:CEP3:VTI1:HFA1:CEF1:TPS3:BUL1:TGL3:HXT14:ATG2:CHS1:NCS2:POL1:ARE2:nan:ENB1:RPL18A:PHM7:PHM7:IRA2:nan:NUP1:RAS1:UBP2:LAS17:STE13:MKK1:KIN4:HRK1:TPO4:TPO4:nan:RAX1:SCD5:nan:REV1:PDE2:MRS6:HSP33:nan:CUP9:MUK1:nan:VTC3:ATG11:OPY2:CLB2:ASN1:GDB1	True
P2	C03	-0.05673328539696727	-0.04447125260269097	-0.00869219151442736	0.043199506490877934	-0.09556053827680752	-0.022219854969147627	-0.020032057950469855	0.022915874008150202	P2C03	No	a		False
P2	C04	-0.04819314384301555	-0.03333197089371767	0.0063620889533744845	0.031516920012261626	-0.07240777904098099	-0.020557213409518216	-0.0020448157202245373	0.023473496078307152	P2C04	No	a	nan:MAK16:LTE1:SSA1:ALG3:PIN4:SLA1:SMP1:SWC5:nan:MAL31:GLK1:ADP1:PET18:RHB1:FEN2:PTC6:WHI4:SEC31:ATG20:TRM3:TMA17:GPD1:SES1:KRS1:IPT1:TPS2:RAD55:PEX7:NUM1:SAC3:HSP78:DIN7:CPR5:GPI8:PDR15:CAD1:HSP31:KGD1:NOT3:NOT3:IRR1:nan:IST3:nan:nan:SEC3:HIS1:THO1:RRT13:SER3:AIM10:COM2:COX15:nan:RAD4:RAD3:BRR2:ECM32:BUD27:MSH4:FAB1:SAP4:BOL2:MDS3:HOS2:NUT1:ROG1:PDR1:SCL1:BUD9:UFD1:ADE6:PIL1:nan:SKN1:CHO2:TIF4631:SAY1:RIM4:MRP4:YHI9:OSH3:TRA1:APE4:nan:nan:LAA1:nan:FAR1:GYP6:BFA1:URA8:CPA2:YJR125C;YJR125C:IML1:DAN4:nan:STE6:FAS1:MCD4:TGL1:STB6:YNK1:nan:TCD2:URB1:nan:nan:NMT1:NOP56:nan:nan:STT4:STE11:STE11:nan:TDA5:ECM30:NGL3:MDM1:nan:PEX9:FAR8:EIS1:YMR033W;YMR033W:ABF2:YTA12:ILV2:ILV2:MYO5:ASI1:RIM13:GCV2:TRS130:ESC1:AAD14:UBP10:APC1:KRE33:NMA111:DBP2:NST1:TCB2:MLF3:FKH2:ARP5:COG6:EFM6:ACC1:PUL4:HPF1:HPF1:PHM7:PRS5:VPS21:RPS7A:RTC5:IAH1:nan:PDR5:PDR5:MTR10:GAC1:SRL1:SNF2:PDR10:TEA1:nan:GYP5:nan:GDE1:LCL1:PMA2:SMA1:NTO1:nan:ANT1:SKI3:SKI3	True
P2	C05	-0.057605727777505264	-0.015646741943857616	-0.007056853605459427	0.002470525654435552	-0.09079750181290862	-0.0044121519662797	-0.009978860152444357	0.011510920167184205	P2C05	No	a	MDM10:SSA3:APL3:MCM2:UTP20:TAT1:RDH54:MEC1:ECM31:FZO1:COS111:DUR1,2:TDP1:ERT1:ARE1:ADY3:DLD2:COP1:PEX19:DBP10:SES1:ENA1:IPT1:RRP8:ARX1:TMA64:MTC5:EKI1:ENT5:SEC7:MSS116:GCN2:YSP2:SWR1:nan:TRR1:ATO3:SXM1:MRP20:ADE8:ARO80:SIP1:GPI17:NIT1:SUC2:MLP2:QDR2:PRM5:HOS4:MOB1:VID28:AIM21:RAD23:MCM3:SPF1:PIC2:PTP3:TSC11:GRX4:SNO3:AQY3:AIP5:KEG1:MDS3:nan:FLC3:FLC3:TPC1:PPT1:TPO2:UBR1:RIE1:nan:SLH1:GUT1:CIC1:RSC30:STE12:TRA1:GGA2:SPS100:ENO2:MNL1:SWI3:MDV1:KHA1:IML2:PRY3:KAR2:GEF1:URB2:JSN1:URA8:nan:nan:FAS1:TPK3:FOX2:MET1:SIS2:VBA5:FPS1:CSF1:GAA1:KIN2:REA1:RCK2:BUD6:CHS5:GAS2:nan:VID22:SEI1:PUN1:CAR2:FMP27:RPL6A:ITT1:CMP2:USA1:STB4:MSS1:AVO2:PSO2:PAH1:CLN1:ERG12:GAS3:MRE11:RRN9:UBP15:STB1:MRX6:SQS1:RAP1:YCK2:ESBP6:DBP2:MTQ1:nan:nan:PYP1:ARE2:ESF2:CSS3:MSH2:HAL9:PHM7:MDM20:SPE2:LDS2:GAS5:SGT1:CKA2:SGO1:IDH2:ELG1:LAS17:MSB1:GEP3:MGM1:CPA1:ISW2:TEA1:PIP2:MRS6:GPB1:GPB1:ALD4:KEL3:GUP2:NIP100:NIP100:MLH3:RPL5:MCO76:MOT1:CAM1:NOP4:HST2:CMR3:SEC8:SYT1:ANT1:GDB1	True
P2	C06	-0.060733396672239835	-0.03941077387063403	0.009800118780824176	0.03450363923890762	-0.0930087989888642	-0.010975138994030364	-0.010339130681628807	0.036689932280941036	P2C06	No	a	GPB2:MOH1:GRS1:TBS1:DUR1,2:YBP1:UBX7:AAD3:COP1:TRM3:nan:KIN28:GPM2:SNF11:SEC5:NGG1:CDC1:RVB1:REF2:CDS_IV_871902_873218;CDS_IV_871902_873194:SUM1:SUM1:SWR1:TRR1:RVS167:DFM1:PPN1:CWC21:PKH1:PAD1:CYC7:PRP22:PHM8:JHD1:MET6:SAK1:nan:AQY3:GSY1:HXK2:STR3:BUD13:AIM14:nan:CDC20:CUE3:nan:ADE6:GTO1:GTR2:UBR1:ELP2:GPI1:CWC22:CBP2:VMR1:ECM29:MYO1:NEL1:SSF1:TOM71:PHO12:LAA1:ACO2:LCB3:LCB3:URA2:SRS2:CPA2:MNN4:MNN4:MNN4:FAS1:NNR2:RPT1:ASK1:DYN1:NUP133:VBA5:GEX2:VPS13:ENT4:HSP104:SNF7:MLH2:RIC1:IOC2:REA1:nan:ECM38:SGD1:ECM30:YLR451W;YLR451W;YLR451W:ATR1:NTE1:MSN2:CCS1:RNA14:ASI1:NUP53:YMR173W;YMR173W:MMT1:PFK2:ERG8:TAF7:RRP5:FCP1:FCP1:nan:PEX6:PIK1:RPA49:ALG9:DUG3:CBK1:NOP2:GPI15:RTC1:IRA2:ROD1:nan:HIR2:NUP1:VPS17:ARP8:LAS17:nan:nan:nan:nan:STE13:GPB1:NDD1:TRE1:SEC16:AIM45:APL4:SGV1	True
P2	C07	-0.04152312133688761	-0.056994045389803336	-0.03224419260201039	0.06413146797082732	-0.03621801736539538	-0.035777043944736006	-0.0457643640247421	0.034784050393781886	P2C07	No	diploid		False
P2	C08	-0.03941032336493045	-0.052115861237090416	-0.042432676302960666	0.045658655546690914	-0.039195296203090035	-0.04155442244394145	-0.04944914975350328	0.020662831388343468	P2C08	No	diploid		False
P2	C09	-0.03957362451275776	-0.048453071782849015	-0.048560764053569565	-0.005431174687316007	-0.03820922489742962	-0.0374675158751482	-0.04975300693668803	-0.028041838343819014	P2C09	No	diploid		False
P2	C10	-0.04274950380509755	-0.0406643123223082	0.029974127289017823	0.06403912745483492	-0.03642813673517152	0.010277545236909607	0.013832769282131516	0.05236995766632671	P2C10	No	diploid	NTG1:ALK2:PFF1:MRPS9:PDB1:nan:EMC1:TUP1:FIG2:GYP7:nan:BPL1:YET3:MCH1:MCH1:PPN1:SLM1:NEO1:PDR11:PCM1:GIP2:NUP157:BOI2:COG3:RAD3:ADE5,7:CTT1:RTS3:CDS_VII_818060_822022:THR1:KSP1:NDT80:nan:nan:TDH1:NUP192:CYR1:KCH1:AIM25:ADD66:FAS1:APL2:HSP104:SMC4:YLR110C;YLR110C;YLR110C:SLS1:CLB4:IKI3:LEU3:ZDS2:nan:FAR8:FET3:RKR1:YTP1:MSH2:CMR2:LEO1:BFR1:RET1:TRE2:FDH1:FRK1:GDE1:MUK1:VTC3:CIP1:nan:PUF2	True
P2	C11	-0.02751430045523871	-0.005870528846139558	0.015308011387502646	0.03847342596002397	-0.02325427338535125	-0.0043854266273413815	0.017769783676421298	0.04220985127583245	P2C11	No	alpha	nan:TPD3:ILS1:ILS1:AAR2:UBP13:IAI11:PDI1:PTC6:HO:SAS10:GET3:SLC1:STE5:SCC2:SND1:REF2:nan:SUR2:SWR1:HXT3:VHR2:ADE5,7:BOL2:CLG1:YPT32:MDS3:MDS3:ARO2:PYC1:TAF1:MAL11:EFM1:EFM1:SNA3:OST1:TRP3:TOR2:DCW1:TUL1:SHM2:nan:nan:nan:NUP188:YMD8:HOT1:PEP5:PHO23:YNL030W;YNL030W:APM4:SPP2:FRE5:nan:GDE1	True
P2	C12	-0.04589243899262785	-0.05385400175340098	0.011590536049461229	0.04707945333441639	-0.038662759496602465	-0.036180436014392095	0.020409232600331124	0.04222412917692751	P2C12	No	diploid		False
P2	D01	0.07211273985855123	0.07369543856573463	0.09847901141963916	0.13271355804827534	-0.09197736470852272	0.0829928180214767	0.08806852643959576	0.11348311404760912	P2D01	No	a		False
P2	D02	-0.07181485614276745	-0.05651789681163043	-0.026232117470565672	0.014542013414968075	-0.10209755781298632	-0.03905009794605245	-0.024456260052240858	0.013085689466488257	P2D02	No	a		False
P2	D03	-0.03938000274859385	-0.028672639874443344	-0.0060401302322814964	0.01976440341767393	-0.09856169462920666	-0.011343933598688	0.001512157710550114	0.0072766205341228095	P2D03	No	a	CYC3:NCL1:PEP1:ACH1:PDR3:nan:RFC5:RAD16:LYS2:TBS1:COS111:MET8:nan:MCX1:MAL32:ATG22:ATG22:GFD2:MAK32:BPH1:TAF2:TUP1:AAD3:COS7:HBT1:LDB17:RDI1:nan:SUB2:YOS9:ARP10:nan:EBS1:HTB1:LYS4:PEX10:RNH202:PRO1:MSN5:ARH1:BNA7:SSN2:nan:SPS2:MLP2:nan:DAL81:DAL4:PCM1:GTT3:FCY2:ICL1:ARG5,6:SSA4:TMN3:SPT2:BCK2:BRR2:BRR2:IES1:SMC1:RSC8:YPS5:YPS5:VID30:MDS3:ATG1:NUT1:CWC23:NUP145:nan:ADE6:TWF1:RPL11B:nan:ECL1:PSD2:CCH1:SLH1:ZUO1:OCA5:nan:GPA1:DOG2:CIC1:RPF1:HXT4:TRA1:DNA2:GPI16:ERG9:NUC1:LAA1:ACO2:SWI3:MCO6:KHA1:SRS2:SCP160:TAH11:BIR1:BUD4:HIR3:DAN4:FRE2:FAT3:FAS1:NUP100:UTH1:PRP16:ESL2:BAS1:ISA1:AAT2:SHM2:EMP70:CSF1:CHA4:REA1:CKI1:SLX4:RRN5:HRD3:FRE1:nan:YSH1:nan:GUF1:SGD1:KAP95:STE11:STE11:TUS1:LEU3:NTE1:YMD8:SRC1:EPO1:MSS11:PAH1:ALD3:ALD3:ALD3:ALD3:ALD2:ALD2:ALD2:DML1:TRS130:TRS130:PRC1:NIP1:EMW1:RIM21:BNI1:BSC4:PDR17:KAR1:nan:nan:TOP2:AQR1:CDS_XIV_519665_520969:nan:BSC5:BRX1:SIN3:RRP6:SHE4:SGT1:YVC1:SIA1:SIA1:ULS1:HES1:TEA1:nan:PLC1:RVB2:TGS1:KES1:RPL33A:GDE1:ELP3:nan:SRO7:MSF1:nan:NVJ2:FHL1:YPR148C;YPR148C:HDA3:SKI3	True
P2	D04	-0.00024467965480648793	-9.576586692363904e-05	-0.00110969698154246	0.0014501425032725865	0.0011871960369726645	0.0020123263914721664	-0.004532736157373181	0.0013332137289283495	P2D04	blank	blank		False
P2	D05	-0.039099564870018325	-0.015533020219025175	0.0066943886360597725	0.033579276134312164	-0.09503603586301933	0.008163035644564026	0.01630569230393712	0.037131107014433236	P2D05	No	a		False
P2	D06	-0.052120178815038457	-0.02306734566933257	0.012750511555394462	0.042813466127042635	-0.09097235505008024	-0.007729584674287811	-0.002803653320125146	0.032941693950401245	P2D06	No	a	BDH1:CDC19:DRS2:nan:STU1:SLA1:ETR1:YPK3:NRG2:ADH5:NPL4:EHT1:GDT1:DUR1,2:NGR1:PYC2:ROT2:VHC1:ERT1:nan:MGR1:PDI1:SYP1:RRT12:LRG1:LRG1:WHI4:USO1:GCV1:VPS54:nan:ARO3:KRS1:YOS9:MTC5:SAN1:SUP35:ADR1:YSP2:TRS120:SIP1:PHO8:URC2:FDC1:CCT2:MET18:DAL81:YEN1:AIM9:GET2:SWI4:TMN3:PDA1:PDA1:SNZ3:ECO1:RTG2:CSE1:GCN1:TPN1:RAD54:AFT1:ADE6:ADE6:VHT1:ROM1:nan:ESP1:BTN2:UBR1:FYV8:CCH1:nan:YAP1802:MYO1:DOG1:LRP1:COX23:SPO12:PRP8:SSP1:LAA1:GSM1:SRS2:TRL1:ALY2:MRPL8:MTR4:NTA1:ECM27:STR2:YKL211C;YKL211C:MNN4:ASH1:FAS1:MRPL38:SPT23:BCH2:MLP1:ESL2:MHT1:KNS1:RGR1:CSF1:CHA4:nan:RRT15:ENT2:MID2:SGD1:ILV5:VPS33:SKI2:CRN1:SIR3:SST2:NAB6:DAT1:ZDS2:nan:POB3:CAT2:UNG1:GLO1:FMS1:STB2:FET3:KAR5:NAT4:CTF13:PGM2:TIF34:DDR48:CLN1:ESC1:FUS2:TPS3:NIP1:KRE1:RPL18B:CLA4:RIM21:TOF1:BNI1:POL2:SLA2:SIN4:nan:TCB2:LRO1:NRM1:ARE2:THI20:PET127:RPB2:NOC2:STE4:TYE7:CIN1:FAS2:TRE1:COX10:UME1:TKL1:SYT1:nan:KAR3:ASN1:URN1	True
P2	D07	-0.057615515639707814	-0.06777024263255528			-0.05179690879552225				P2D07	blank	blank		False
P2	D08	-0.0387538982218701	-0.04503848164965714	-0.024423273834440668	0.03815580245255905	-0.037236441258358205	-0.03837441087733507	-0.039545081345250165	0.012802104732660758	P2D08	No	diploid	FUN14:TOD6:MED8:PAF1:AHK1:PSA1:nan:SLY1:PRP3:PIG2:YIA6:DSF1:VAB2:MAG1:HXK2:GCN1:YGL014W;YGL014W:CAF130:YCK1:nan:HXT9:MNN5:URA2:RAV1:OPI3:SLD2:nan:UTH1:DYN1:nan:PUS5:NUP188:SPT5:AVO2:PDS5:ADE4:PEX6:EMW1:DSC2:GSH2:CMK2:CSI2:SGT1:RPB2:ATG40:ATG40:PDE2:GDE1:SMA1	True
P2	D09	-0.03784916935490952	-0.042248578669278544	-0.003869723094760692	0.04403102550673549	-0.0497609577504578	-0.0408976810437	-0.016116442234111482	0.041203235991895064	P2D09	No	diploid		False
