plate	Well	Gen70_s_zeroed	Gen550_s_zeroed	Gen1410_s_zeroed	Gen2640_s_zeroed	Gen3630_s_zeroed	Gen5150_s_zeroed	Gen7530_s_zeroed	Gen10150_s_zeroed	platewell	contam	strain	genes_fixed_10K	focal
P2	A01	0.03004463885417995	0.05750324611526845	0.07296220926586547	0.0953325118945357	0.11259453597564205	0.12272890225582267	0.13412802471333787	0.13582743124742855	P2A01				False
P2	A02									P2A02				False
P2	A03	0.00020145245020741773	0.04633246029974399	0.06763127425420888	0.09638848576500153	0.10736758862836944	0.11253550396223824	0.13725889700400234	0.13931192452440996	P2A03				False
P2	A04	0.018335150610068143	0.04975344901473014	0.06686088271585848	0.09268495152218333	0.09830998395263464	0.1297911551015231	0.14100250329886105	0.14091981376468649	P2A04				False
P2	A05	0.023792644162177426	0.049739337447927925	0.06294655086356515	0.09063609694405864	0.09031790142799416	0.10541867649148284	0.14302156431817775	0.13099464673364195	P2A05				False
P2	A06	0.007376311202158578	0.0432715574752902	0.05703273881382396	0.09697307721466092	0.10183259408099553	0.08988817237150089	0.1280284054527802	0.13180690953567809	P2A06				False
P2	A07	-0.001654089867705523	-0.005623864180468903	-0.010636354534112262	0.01892949280254522	0.05963082173802151	0.06996362256530532	0.10389160692866496	0.10506130856657073	P2A07				False
P2	A08									P2A08				False
P2	A09	0.006431320515358517	0.01629654134961809	0.005963372112019172	0.0377386129388633	0.025791859708274998	0.07887338896542402	0.1098567705754413	0.10068214148331732	P2A09				False
P2	A10									P2A10				False
P2	A11	0.0054724633212133176	0.03090579423272688	0.05036098844110505	0.07586276144502459	0.07622483370088813	0.08209755238104119	0.10556002972957744	0.11965136525305195	P2A11				False
P2	A12									P2A12				False
P2	B01	0.011214506953396972	0.03902001362062752	0.06220645380720088	0.08774305360013415	0.0999611513730641	0.1114049309807521	0.13733004934517468	0.15856598552375042	P2B01				False
P2	B02	-0.0005447258789256088	0.03744880502184975	0.05022861531663477	0.0863894678668947	0.0917707196392096	0.10007854849530608	0.13584577985397184	0.1384102846694632	P2B02				False
P2	B03	0.028771440614900792	0.04521360325923352	0.0638081005397129	0.08806434344143385	0.09047713000753936	0.09839794906637137	0.1224585809916832	0.13740721359740798	P2B03				False
